Text,Target,clened_text
بهم زنگ زده، «من مواد ماکارونی رو گذاشتم، دارم می‌رم بیرون». رسیدم خونه دیدم گوشت چرخ کرده، قارچ، پیاز رو گذاشته کنار گاز :)))  مرد‌ها در زندگی عصبیم می کنن.  *دوبیــــــتی*  @OfficialPersiaTwitter,1,بهم زنگ‌زده مواد ماکارونی گذاشتم دارم میرم رسیدم خونه دیدم گوشت چرخ‌کرده قارچ پیاز گذاشته گاز مرد زندگی عصبیم می‌کنن دوبیتی
میگه بردمش بیمارستان گفتن مشکل قلبی جدی داره باید سریع عمل شه نخواستم عمل شه آوردم پیش تو یه کاریش بکنی. عزیزم چی کارش بکنم؟ این دعای آخر رو مهمان من باشن؟  *چنگولی(اژدها)*  @OfficialPersiaTwitter,1,میگه بردمش بیمارستان گفتن مشکل قلبی داره سریع عمل شه نخواستم عمل شه آوردم  کاریش بکنی عزیزم چی کارش بکنم دعای آخر مهمان باشن چنگولیاژد
جدی دخترا خیلی با سیاست و زرنگن. وقتی می‌فهمن رفتی تو رابطه میان میگن ایشالا عروسیت که ببینن چه جوابی میدی و از اون جوابه متوجه میشن چقد رابطه‌ت جدیه. حالا ما چی؟ نهایت زرنگ بازیمون اینه که وقتی میخوایم ببینیم طرف با کسیه یا نه میگیم خوش به حال دوست پسرت.  *Sajadi*  @OfficialPersiaTwitter,3,دخترا سیاست زرنگن میفهمن رفتی رابطه میگن ایشالا عروسیت ببینن جوابی میدی اون جوابه متوجه میشن چقد رابطهت جدیه چی نیت زرنگ بازیمون اینه میخوایم ببینیم کسیه میگیم خوش دوست پسرت
یک هفته‌س پکیجمون آب رو گرم نمیکنه هر روز به بابام دارم میگم یکیو بیار اینو درست کنه امروز از حموم درومده میگه من یه‌چیزی کشف کردم اگه شیر حمومو کمتر باز کنی آب گرم میشه ینی مدیریت بحران بابام تو خانواده زبونزد خاص و عامه😮‍💨🤭  *دختر رضاشونم*  @OfficialPersiaTwitter,1,هفتهس پکیجمون آب گرم نمیکنه روز بابام دارم میگم یکیو بیار اینو درست کنه امروز حموم درومده میگه یهچیزی کشف اگه شیر حمومو کمتر کنی آب گرم میشه ینی مدیریت بحران بابام خانواده زبونزد عامه دختر رضاشونم
بچه ۴ صبح بیدار شد درس بخونه ۷ صبح اومد بالا سرم گفت: مامی بیداری؟؟؟ درسم تموم شد ولی استرس دارم باید برات برقصم، بیانسه یا شکیرا؟؟؟ هیچی دیگه بیانسه خوند و رقصید، شکیرا خوند و رقصید، دوا لیپا و این یارو رپره و چندتای دیگه هم همینطور تااا ۷:۴۵ کنسرت داد بعد رفت مدرسه :))  *چِدومبه نَدومبه*  @OfficialPersiaTwitter,3,بچه صبح بیدار درس بخونه صبح اومد سرم مامی بیداری درسم تموم استرس دارم برات برقصم بیانسه شکیرا هیچی دیگه بیانسه خوند رقصید شکیرا خوند رقصید دوا لیپا یارو رپره چندتای دیگه همینطور کنسرت مدرسه چدومبه ندومبه
دیشب تولد مامانم بود همه رفتن خونمون سورپرایزش کنن مامانمم انقدر سورپرایز شده که ۳ مدل غذا درست کرده بوده  *آهنگساز خسته*  @OfficialPersiaTwitter,3,دیشب تولد مامانم رفتن خونمون سورپرایزش کنن مامانمم انقدر سورپرایز مدل غذا درست آهنگساز خسته
من دقت کردم اگه به مریض بگی این دارو که سر خود مصرف میکنه ممکنه ناباروری بده یا مشکلات جنسی ایجاد کنه خیلی راحت‌تر راضی میشه کارش درست نیست تا این که بگی سمیت کبدی کلیوی یا قلبی داره یعنی اونقدر که اینا رو دستگاه تناسلیشون حساسن رو قلب و مغزشون حساس نیستن  *Dr. Saphira*  @OfficialPersiaTwitter,3,دقت اگه مریض بگی دارو سر مصرف میکنه ممکنه ناباروری بده مشکلات جنسی ایجاد کنه راحتتر راضی میشه کارش درست این‌که بگی سمیت کبدی کلیوی قلبی داره اونقدر اینا دستگاه تناسلیشون حساسن قلب مغزشون حساس نیستن
یه رفیق داشتم  به سریال The 100 میگفت دِ صد، اونم مهاجرت کرد :)  • Daniel •  @OfficialPersiaTwitter,3, رفیق داشتم سریال ۱۰۰ می‌گفت د صد اونم مجرت
امروز مدیر استخدام یه کمپانی رو برای اولین بار تو یه ایونت دیدم و اسمم رو کارت دور گردنم دیده، میگه ببین میشناسمت انقد اپلای کردی :))))  اپلیکیشنت هربار میاد دست من :))))))))))))))))  واقعا چیزی برای گفتن نداشتم تو اون لحظه  • Alireza •  @OfficialPersiaTwitter,2,امروز مدیر استخدام  کمپانی  ایونت دیدم اسمم کارت گردنم دیده میگه ببین میشناسمت انقد اپلای کردی اپلیکیشنت هربار میاد دست واقعا گفتن نداشتم اون لحظه
همکار استرالیایی پرسید تو از کدوم قسمت ایرانی؟ European side بودی یا Asian side گفتم این مزخرفات چیه؟! ترکیه نبودم که، ایران بودم، ایران. معلوم شد همکار ایرانی چسی ناشتا اومده برای این استرالیایی ساده دل،  گفته از سمت اروپایی ایرانه!  • کنجکاو کم‌حوصله •  @OfficialPersiaTwitter,3,همکار استرالیایی پرسید کدوم قسمت ایرانی بودی گفتم مزخرفات چیه ترکیه نبودم ایران بودم ایران معلوم همکار ایرانی چسی ناشتا اومده استرالیایی ساده‌دل اروپایی ایرانه کنجکاو کمحوصله
نمیشه زودتر صدای حیوونا رو بدن به هوش مصنوعی آنالیز کنه ترجمه کنه؟ من واقعا دوس دارم بدونم سگا چی میگن  • نیماتونم •  @OfficialPersiaTwitter,2,نمیشه زودتر صدای حیوونا بدن هوش مصنوعی آنالیز کنه ترجمه کنه واقعا دوس دارم بدونم سگا چی میگن نیماتونم
تو شمال وقتی دعوا می‌گیرن، بعدش آشتی رو می‌گیرن یا می‌دن؟  •Karim•  @OfficialPersianTwitter,1,شمال دعوا میگیرن بعدش آشتی میگیرن میدن
وسط برف و بارون دیدم یه پیرمردی گوشه خیابون واستاده منتظر تاکسی، دلم سوخت زدم بغل کنارش وایسادم که تنها نباشه.  》Shemron Soldier《  @OfficialPersiaTwitter,1,وسط برف بارون دیدم  پیرمردی گوشه خیابون واستاده منتظر تاکسی دلم سوخت زدم بغل کنارش وایسادم نباشه
رفیقم زنگ زده با گریه و زاری میگه دزد اومد تو مغازه‌م دو سه کیلو طلامو برد منم خواستم دلداریش بدم گفتم فدا سرت خداروشکر خودت سالمی پارسال منم دو کیلوم ازم دزدین حالا درسته از من پیاز دزدیده بودن، ولی خب دلیل نمیشه منم ناراحت نشم  》میگائیل《  @OfficialPersiaTwitter,1,رفیقم زنگ‌زده گریه زاری میگه دزد اومد مغازهم کیلو طلامو برد منم خواستم دلداریش بدم گفتم فدا سرت خداروشکر خودت سالمی پارسال منم کیلوم ازم دزدین درسته پیاز دزدیده خب دلیل نمیشه منم ناراحت نشم میگائیل
یه روز یه باقلوا خرید اینترنتی میکنه، براش جنس قطابی میارن.  》چیف《  @OfficialPersiaTwitter,1, روز  باقلوا خرید اینترنتی میکنه براش جنس قطابی میارن چیف
به دختره گفتم شغلت چیه؟ گفت همکاریم گفتم عه پزشکید؟ گفت نه گفتم پس پرستارید؟ گفت نه پذیرش اورژانسم🫤 جواب درخوری داشتم ولی چون خوشگل بود چیزی نگفتم  》The Big Boss《  @OfficialPersiaTwitter,3,دختره گفتم شغلت چیه همکاریم گفتم عه پزشکید گفتم پرستارید پذیرش اورژانسم جواب درخوری داشتم خوشگل نگفتم
بچه ی همکار مامانم همسن منه و رتبه ی کنکورش شد ۱۵۰ هزار. باباش فرستادتش تهران یه سال فشرده زبان بخونه و بعدشم فرستادتش مجارستان و حالا سال دوم پزشکیه. الانم انگار برای تعطیلات اومده ایران. مامانش استوری کرده  خانوم دکتر عزیزم خوش اومدی به خونه :)))  》🌙《  @OfficialPersiaTwitter,3,بچه‌ی همکار مامانم همسن منه رتبه‌ی کنکورش هزار باباش فرستادتش تهران  سال فشرده زبان بخونه بعدشم فرستادتش مجارستان سال پزشکیه الانم انگار تعطیلات اومده ایران مامانش استوری خانوم دکتر عزیزم خوش اومدی خونه
دو نفر از آشناهامون به نام های حمید و اعظم باهم عقد کردند و چند ماه بعد طلاق گرفتن. شش هفت ماه بعدش، اعظم با یه آقای دیگه بنام حمید ازدواج کرد. و یکسال بعد هم، حمید با یه خانم دیگه بنام اعظم ازدواج کرد.  تو تقدیر اینا فکر کنم فقط همین یه اسم بوده😂😂  》علی《  @OfficialPersiaTwitter,3,نفر آشنامون نام‌ی حمید اعظم باهم عقد ماه طلاق گرفتن هفت ماه بعدش اعظم  دیگه بنام حمید ازدواج یکسال حمید  خانم دیگه بنام اعظم ازدواج تقدیر اینا  اسم بوده😂😂 علی
دخترم: مامان این پاپ‌کورن خوشمزه‌س، اونی که تو سینما گرفتیم باید این مزه‌ای «می‌باش بود»! من: می‌باش بود؟؟ پسرم: نهههههه، نمی‌باث بود!😐  》مارمی《  @OfficialPersiaTwitter,2,دخترم مامان پاپکورن خوشمزهس اونی سینما گرفتیم مزی میباش میباش پسرم نمیباث بود😐 مارمی
امشب لهجه تهرانی دوست پسرمو مسخره کردم. واقعا به شهرستانی که رو بدی اینطوری میشه.  》She and her darkness《  @OfficialPersiaTwitter,3,امشب لهجه تهرانی دوست پسرمو مسخره واقعا شهرستانی بدی اینطوری میشه
امروز صبح بیدار شدم دیدم صبحانه حاضره، به مامانم میگم صبحونه رو شما آماده کردین؟ فکر کردم خوابین  میگه نه من خوابم این نسخه هولوگرام منه که با شما صحبت میکنه و این صبحونه رو کنیزهایی که بابات برام گرفته اماده کرده وا خب زن  》موکاخانِم《  @OfficialPersiaTwitter,3,امروز صبح بیدار شدم دیدم صبحانه حاضره مامانم میگم صبحونه آماده کردین خوابین میگه خوابم نسخه هولوگرام منه صحبت میکنه صبحونه کنیزیی بابات برام اماده وا خب زن موکاخانم
مدیر آموزش و پرورش دماوند: مدارس مقطع ابتدایی شیفت صبح دماوند به دلیل برودت هوا روز یکشنبه ۳۰ دی ماه غیرحضوری شد  》OPT《  @OfficialPersiaTwitter,1,مدیر آموزش پرورش دماوند مدارس مقطع ابتدایی شیفت صبح دماوند دلیل برودت هوا روز یکشنبه دی‌ماه غیرحضوری
سگِ نوید محمدزاده میره مدرسه؟ :))) دیگه داره اثبات می‌شه ادایی‌ترین موجود ایرانی این آدمه و هیچکس نمی‌تونه تو لیگش ادایی باشه. صابر ابر هر چند وقت یک بار تلاش‌هایی می‌کنه ولی نوید یه کارت جدید می‌کشه بیرون و صابر از لیگ پرت می‌شه بیرون. تاج پادشاه ادایی‌ها هنوز روی سرشه.  》استووی《  @OfficialPersiaTwitter,2,سگ نوید محمدزاده میره مدرسه دیگه داره اثبات میشه اداییترین موجود ایرانی آدمه هیچکس نمیتونه لیگش ادایی باشه صابر ابر وقت یک‌بار تلاشیی میکنه نوید  کارت میکشه صابر لیگ پرت میشه تاج پادشاه ادایی سرشه استووی
دو روزه داریم با یکی از بچه ها حساب کتاب می کنیم بریم بوشهر ؛ خدا شاهده بریم تفلیس یا ترکیه و برگردیم ارزون تر در میاد 😂.  *Sabam*  @OfficialPersiaTwitter,1,روزه بچه‌ حساب کتاب بریم بوشهر خدا شاهده بریم تفلیس ترکیه برگردیم ارزون‌تر میاد 😂
از پشت در واحدمون صدای دعوای دو تا از همسایه‌ها اومد. منم این‌طرف در حال استراق سمع بودم که سگ خانم همسایه صورتشو آورد سمت چشمی در و باصدای خیلی بلند گفت هاااااپ!! منم ترسیدم جیغ زدم. الان آبرویی برام نمونده😂😂😂  *archichi*  @OfficialPersiaTwitter,3,واحدمون صدای دعوای همسایه‌ اومد منم اینطرف استراق سمع بودم سگ خانم همسایه صورتشو چشمی باصدای بلند پ منم ترسیدم جیغ زدم الان آبرویی برام نمونده😂
دیشب دیر اومدم خونه بابام گفت : چرا دیر اومدی؟ گفتم : بابااااا من ٢٨سالمه‌ها گفت : دیگه بدتر ٢٨سالته هنوز خونه پدر مادرت زندگی میکنی😐  *Inno3dprint*  @OfficialPersiaTwitter,3,دیشب دیر اومدم خونه بابام دیر اومدی گفتم بابا ۲۸ سالمه‌ دیگه بدتر ۲۸ سالته خونه پدر مادرت زندگی می‌کنی😐 ۳
دیشب بابام بهم پاشنه کش فلزی هدیه داده بود ، تو راه برگشت ۱۲ شب دستم بود تو کوچه یه مردی که داشت از رو به رو میومد فکر کرده دستم قمه هست، شروع کرد به فرار و زمین خورد من اومدم کمکش کنم موبایلشو پرت کرد جلوم ، فهمیدم داستان چیه حالا هی ما میگیم پاشنه کشه میگه قمست (؛  *پیام الیاس کردی*  @OfficialPersiaTwitter,2,دیشب بابام بهم پاشنه‌کش فلزی هدیه داده_بود برگشت شب دستم کوچه  مردی میومد دستم قمه هست فرار زمین خورد اومدم کمکش موبایلشو پرت جلوم فهمیدم داستان چیه هی میگیم پاشنه کشه میگه قمست پیام الیاس کردی
هر لحظه ادم متعجب میشه از رفتار بعضیا:)))) اومده مطب میگه سرما خوردم،امپول چی خوبه بزنم؟ میگم میخواین ویزیت بشین؟میگه نه دیگه ویزیت نمیخوام، همینجوری دوتا امپول بگو بگیرم! نمیدونم تصور اینا چیه واقعا!  *Hamidreza*  @OfficialPersiaTwitter,1,لحظه ادم متعجب میشه رفتار بعضیا اومده مطب میگه سرما خوردمامپول چی خوبه بزنم میگم میخواین ویزیت بشینمیگه دیگه ویزیت نمیخوام همینجوری دوتا امپول بگو بگیرم نمیدونم تصور اینا چیه واقعا
یکی به مخابرات بفهمونه وقتی داری برای تلفن ثابت درخواست می‌دی، یعنی در حال حاضر تلفن ثابت نداری. پس از من نخواه که تلفن ثابت بدم بهت.  *Koorosh Chaichi*  @OfficialPersiaTwitter,3,مخابرات بفهمونه داری تلفن ثابت درخواست میدی حاضر تلفن ثابت نداری نخواه تلفن ثابت بدم بهت
همه پسرا تو عمرشون یکبار اومدن خط ریش رو درست کنن خراب کردن مجبور شدن کل ریش رو بزنن😑 فردا با این چهره نیو فیس قراره بریم سر جلسه امتحان قشنگ به بچه های کارشناسی میخورم تا ارشد😑  *Inno3dprint*  @OfficialPersiaTwitter,2,پسرا عمرشون یکبار اومدن خط ریش درست کنن خراب مجبور ریش بزنن😑 فردا چهره نیو فیس قراره بریم سر جلسه امتحان قشنگ بچه‌ی کارشناسی می‌خورم ارشد😑 ۳
این دوست من یه سری فامیل نزدیک داره هربار براشون  شامپو و محصولات پوستی از خارج میاره.  حالا دختر فامیلشون هرروز مسج میده شامپوه داره تموم میشه به دستم برسون تورو خدا.  ماسک فلان تموم شد موهام داره گره میخوره. حالا دوستم براشون نوشته چشم میفرستم فقط اگر ممکنه ۳/۴ مثقال زعفرون ‏بدین به دوستم بیاره. متاسفانه فامیلاش از جو کره زمین خارج شدن 🤣🤣  *نیلک‌*  @OfficialPersiaTwitter,3,دوست  سری فامیل داره هربار براشون شامپو محصولات پوستی خارج میاره دختر فامیلشون هرروز مسج میده شامپوه داره تموم میشه دستم برسون تورو خدا ماسک فلان تموم موم داره گره میخوره دوستم براشون نوشته چشم می‌فرستم ممکنه مثقال زعفرون بدین دوستم بیاره فامیلاش جو کره زمین خارج نیلک
امروز سرکار یه همراه مریضه بنزین آورد که لیترالی ما و‌ مرکز رو یکجا آتیش بزنه :)))) هر‌ روز درهای جدیدی از توحش باز میشه اینجا :)))  *🧜🏻‍♀️نگارُ الاطباء*  @OfficialPersiaTwitter,1,امروز سرکار  همراه مریضه بنزین لیترالی مرکز یکجا آتیش بزنه روز دری جدیدی توحش میشه نگار الاطبا
بیمار اومده. قهرمان کیک بوکسینگ. بعد می‌گه من از بی‌حسی می‌ترسم. بابا پسرم تو داری به صورت پروفشنال کتک می‌خوری. می‌ترسم چیه؟ =)))))  *نگز*  @OfficialPersiaTwitter,2,بیمار اومده قهرمان کیک بوکسینگ میگه بیحسی می‌ترسم بابا پسرم داری صورت پروفشنال کتک می‌خوری می‌ترسم چیه نگز
با آقای همسایمون دعوا کردم رفت زن سلیطشو آورد، الحق که دیگه به این میشه گفت پرنسسعلی  *Shahin*  @OfficialPersiaTwitter,3,همسایمون دعوا زن سلیطشو الحق دیگه میشه پرنسسعلی
سایته قشنگ گذاشت با اطلاعات ایرانم ثبت نام کنم پشمام ریخت حتی sms و همه چیزاشم کار میکرد. تا ثبت نامم کامل شد، زد شماره و ایمیل و آدرسم رو بلاک کرد گفت شما تحت تحریم های آمریکایید:)) دیوث:))  *AryanAryanAryan*  @OfficialPersiaTwitter,2,سایته قشنگ گذاشت اطلاعات ایرانم ثبت‌نام پشمام ریخت چیزاشم کار ثبت نامم زد شماره ایمیل آدرسم بلاک تحریم‌ی آمریکایید دیوث
امروز با ماشین آموزشگاه رانندگی رفتیم مکانیکی ماشین رو تعمیر کنن حالا تعمیرکار کی بود؟  +بابام😂🤝🏻  *پــروا*  @OfficialPersiaTwitter,2,امروز ماشین آموزشگاه رانندگی رفتیم مکانیکی ماشین‌رو تعمیر کنن تعمیرکار کی بابام😂 پروا
مت یوگام رو پهن کردم، روش دراز کشیدم ریلز دیدم.  *پ‌*  @OfficialPersiaTwitter,2,مت یوگام پهن دراز کشیدم ریلز دیدم پ
با یکی امریکاس صحبت میکنم میگه امریکا بهتره بیا اونجا دوستم هلنده میگه اینجا حقوقا بیشتره بیا اینجا اون یکی‌دکترا آلمان میخونه میگه بهشته بیا :))) فکر کنم فقط کانادا ریده شد تا ما اومدیم😂  *هلو کیتی تو واندرلند*  @OfficialPersiaTwitter,2,امریکاس صحبت میگه امریکا بهتره بیا اونجا دوستم هلنده میگه حقوقا بیشتره بیا اون یکیدکترا آلمان میخونه میگه بهشته بیا کانادا ریده_شد اومدیم😂 هلو کیتی واندرلند
نمی دونم دو دلم، اول بلاکت کنم بعد بلوند کنم یا اول بلوند کنم بعد بلاکت کنم.  *noon*  @OfficialPersiaTwitter,2,نمی‌دونم دلم بلاکت بلوند بلوند بلاکت
اقایون چجوری تونستید مردم رو متقاعد کنید «دود کردن عن خر» برای ترمیم زخم جای دندون کشیدن مفیده؟ خواهشا روش متقاعد سازی تون رو بگید، ما میخوایم به مردم بفهمونیم جرم‌گیری ضرر نداره نمیتونیم😂  》shayan《  @OfficialPersiaTwitter,2,اقایون چجوری تونستید مردم متقاعد دود عن خر ترمیم زخم دندون کشیدن مفیده خواهشا متقاعد تون بگید میخوایم مردم بفهمونیم جرمگیری ضرر نداره نمیتونیم😂
از پیرمرده تو مترو پرسیدم از کجا میایید؟ چه برف قشنگی رو لباستون نشسته، در حالی که داشت واسه صندلی خالی دورخیز می‌کرد گفت: از میدون شوش میام، اینا هم شوره‌س پسرم.  》بِل‌مونت《  @OfficialPersiaTwitter,3,پیرمرده مترو پرسیدم کجا میایید برف قشنگی لباستون نشسته واسه صندلی خالی دورخیز میدون شوش میام اینا شورهس پسرم بلمونت
‏خانما خیلی عجیبن بخدا، میرن مرکز خرید، هر ۵ طبقه رو مغازه به مغازه، وجب به وجب میگردن خسته نمیشن بعد که میای بیرون میگن؛ ماشینتو‌ خیلی دور پارک ‌کردی من‌ خستمه نمیتونم راه برم  》BIG BANG《  @OfficialPersianTwitter,2,خانما عجیبن بخدا میرن مرکز خرید طبقه مغازه مغازه وجب وجب میگردن خسته نمیشن میای میگن ماشینتو پارک کردی خستمه نمیتونم برم
بیمار فرمودن ک  این بی حسی هایی ک میزنید مغز رو سرد میکنه گفتم درست میگی دهنتو باز کن  》Anti Tradition《  @OfficialPersiaTwitter,1,بیمار فرمودن ک حسی‌یی ک می‌زنید مغز سرد میکنه گفتم درست میگی دهنتو کن
از صبح خونه مادرشوهرمم، نه گير داده، نه اظهار نظر چرت و پرتي كرده، نه چشم و ابرو اومده برام، حتي به رژ قرمزمم واكنشي نشون نداد كم كم دارم نگران ميشم، فكر كنم اين بار ميخواد مستقيما تو غذام سم بريزه:))))))))))  》يواشكي هاي يك زن شوهردار《  @OfficialPersiaTwitter,3,صبح خونه مادرشوهرمم گیر اظر چرت پرتی چشم ابرو اومده برام رژ قرمزمم واکنشی نشون نداد کم‌کم دارم نگران میشم میخواد مستقیما غذام سم بریزه یواشکی‌ی زن شوهردار
شیش هفت سالم بود یادمه انقد اذیت کردم مامانم خیلی جدی تلفن اورد گفت زنگ میزنم بهزیستی بیان ببرنت از دستت راحت شم بعد دید من بجای پشیمون شدن خیلی خوشحال دارم لاکامو میریزم تو کیفم ک اماده شم برم تلفنو گذاشت سرجاش خیلی تاسف بار اومد به پس گردنی زد رفت به ادامه کارش رسید  》شیرازیِ ناخالص《  @OfficialPersiaTwitter,3,شیش هفت سالم یادمه انقد اذیت مامانم تلفن اورد زنگ می‌زنم بهزیستی ببرنت دستت راحت شم دید بجای پشیمون خوشحال دارم لاکامو می‌ریزم کیفم ک اماده شم برم تلفنو گذاشت سرجاش تاسف اومد گردنی زد ادامه کارش شیرازی ناخالص
اکسم یه بار بهم گفت که بعد از حموم آب‌رسان می‌زنم. بعد من اینجوری بودم که مگه زیر دوش به اندازه کافی آب نمی‌رسه؟! کلی خندید و من نمی‌فهمیدم چرا :))))))  》میرکوپرالدّین کزّازی《  @OfficialPersiaTwitter,3,اکسم  بهم حموم آبرسان می‌زنم اینجوری بودم مگه دوش اندازه آب نمیرسه خندید نمی‌فهمیدم میرکوپرالدین کزازی
**کلاس درس مدارس ابتدایی دماوند و رودهن دوشنبه غیرحضوری است ** سرپرست فرمانداری دماوند: 🔹مدارس دماوند و رودهن در مقطع ابتدایی نوبت صبح برای فردا دوشنبه ۱ بهمن ماه غیر حضوری شد. 🔹با توجه به برودت هوا و درخواست آموزش و پرورش، آموزش مدارس در مقطع تحصیلی ابتدایی بصورت غیرحضوری و در بستر پیام رسان شاد برگزار خواهد شد.  》OPT《  @OfficialPersiaTwitter,1,کلاس درس مدارس ابتدایی دماوند رودهن دوشنبه غیرحضوری سرپرست فرمانداری دماوند مدارس دماوند رودهن مقطع ابتدایی نوبت صبح فردا دوشنبه بهمن‌ماه حضوری توجه برودت هوا درخواست آموزش پرورش آموزش مدارس مقطع تحصیلی ابتدایی بصورت غیرحضوری بستر پیام‌رسان شاد برگزار
پاشدیم از شیراز اومدیم بوشهر، از راننده میپرسیم اینجا تفریحتون چیه؟ میگه: هیچی میایم شیراز :))))  》مدی《  @OfficialPersiaTwitter,3,پاشدیم شیراز اومدیم بوشهر راننده می‌پرسیم تفریحتون چیه میگه هیچی میایم شیراز مدی
مامانم زنگ زد دهنم پر توت فرنگی بود برداشتم گفتم جانم؟ گفت توت فرنگی‌هارو نخوری مال مهمونیه! گفتم کدوم توت فرنگی:))))  》ژلوفن《  @OfficialPersiaTwitter,3,مامانم زنگ زد دهنم توت‌فرنگی برداشتم گفتم جانم توت فرنگیرو نخوری مال مهمونیه گفتم کدوم توت‌فرنگی ژلوفن
دختر کوچیکم تقریبا نوزده ساعت فک کنم در روز خواابه، اونقدر که با اون یکی دخترم خاطره میسازم با این کوچیکه خاطره ندارم چون همش خوابه، بردم مهدکودک ثبت نام کنم با همون زبونی که تازه باز کرده پرسید ببشید اینجا می خوابن ؟:)))) می ترسیده فقط بازی و اموزش و اینا باشه نتونه بخوابه :)  》انیس الدوله《  @OfficialPersiaTwitter,3,دختر کوچیکم تقریبا نوزده ساعت فک روز خواابه اونقدر اون دخترم خاطره می‌سازم کوچیکه خاطره ندارم همش خوابه بردم مهدکودک ثبت‌نام همون زبونی تازه پرسید ببشید می‌خوابن می‌ترسیده بازی اموزش اینا باشه نتونه بخوابه انیس الدوله
**مترو هشتگرد تا اطلاع ثانوی تعطیل شد**  شرکت عمران شهر جدید مهستان از ابتدای بروز مشکلات فنی در این خط در حال پیگیری و رفع مسائل پیش‌آمده است، اما به دلیل آماده نبودن خط، سرویس‌دهی در تاریخ یکم بهمن ماه نیز برقرار نخواهد بود.  》OPT《  @OfficialPersiaTwitter,1,مترو هشتگرد اطلاع ثانوی تعطیل شرکت عمران شهر مهستان ابتدای مشکلات فنی خط پیگیری رفع مسائل پیشآمده دلیل آماده نبودن خط سرویسدهی تاریخ یکم بهمن‌ماه برقرار نخواهد_بود
رفیقم تو تاکسی داشته میرفته دانشگاه، یهو بهش فشار میاد و میگوزه و همه مسافر ها پیاده میشن راننده تاکسی بهش میگه کرایه همه رو تو باید حساب کنی، کرایه همه رو گرفته بعد اجازه داده رفیقم از ماشین پیاده شه، رفیقم میگه وقتی از ماشین پیاده شدم طرف گازش رو گرفت رفت و کلش رو از پنجره آورد بیرون و داد میزد این گوزوعه سوارش نکنید😂😂  》Hamed《  @OfficialPersiaTwitter,3,رفیقم تاکسی می‌رفته دانشگاه یهو بهش فشار میاد میگوزه مسافر‌ پیاده میشن راننده تاکسی بهش میگه کرایه حساب کنی کرایه اجازه رفیقم ماشین پیاده شه رفیقم میگه ماشین پیاده شدم گازش کلش پنجره می‌زد گوزوعه سوارش نکنید😂😂
یه بار هم با دوستم نشسته بودیم تو کافه، ویتر اومد گفت ببخشید سراتو واسه شماست؟ دوستم گفت بهار سفارش تو بود؟ گفتم اسگل ماشین تو رو داره می‌گه :))))))  واقعا نمی‌دونم با چه معیاری دوست انتخاب می‌کنم.  »The B«  @OfficialPersiaTwitter,3, دوستم نشسته_بودیم کافه ویتر اومد ببخشید سراتو واسه شماست دوستم بر سفارش گفتم اسگل ماشین داره میگه واقعا نمیدونم معیاری دوست انتخاب
خانوم ۵۴ ساله!!!! با شکایت اینکه دو ساله پریود نمیشم مراجعه کرده ، آزمایشا و سونوشو چک کردم میگم یائسه شدی! با عصبانیت برگه‌ها رو از دستم گرفت گفت میبرم نشون یکی بدم که حالیشه خدا میدونه شماها کجا درس خوندین!😔 کاش بهش میگفتم حامله ای، بچه هم دو ساله تو شیکمته 🤣😂  »| romang |«  @OfficialPersiaTwitter,3,خانوم شکایت پریود نمیشم مراجعه آزمایشا سونوشو چک میگم یائسه شدی عصبانیت برگه‌ دستم می‌برم نشون بدم حالیشه خدا میدونه شما کجا درس خوندین😔 کاش بهش می‌گفتم حامله‌ای بچه شیکمته 😂
داییم با پای خودش میره توالت ولی واسه دراومدنش باید بری پرونده‌شو تکمیل کنی تا ترخیص بشه  »دابانف«  @OfficialPersiaTwitter,1,داییم پای میره توالت واسه دراومدنش بری پروندهشو تکمیل کنی ترخیص بشه دابانف
بچه داشت گریه میکرد  بهش گفتیم: ”گریه نکن پسر گللل ما اینجا پیشتیم”  با چشم گریان گفت: “یزیدها من از خود شما میترسم” 👶🏻🥲  »Ali Dahmardeh«  @OfficialPersiaTwitter,3,بچه گریه بهش گفتیم گریه نکن پسر گل پیشتیم چشم گریان یزید می‌ترسم
ضربان مریضمون حین عمل افتاد.   سریع به پرستارا گفتم بهش اپی نفرین بزنن،  بالا سرش رفتم گفتم ممد تو دو تا بچه داری  خجاِل...  داشتم ادامه میدادم دکتر بیهوشی اومد زد رو شونم گفت: دکتر شما لطفا خودتو کنترل کن، پالس اکسیمتر مریض از دستش افتاده  »دکتر دوکا«  @OfficialPersiaTwitter,3,ضربان مریضمون حین عمل افتاد سریع پرستارا گفتم بهش اپی نفرین بزنن سرش رفتم گفتم ممد بچه‌داری خجال داشتم ادامه می‌دادم دکتر بیهوشی اومد زد شونم دکتر لطفا خودتو کنترل کن پالس اکسیمتر مریض دستش افتاده دکتر دوکا
مامانم گفت فلان‌چیز رو چند خریدی؟ با اینکه ۲۶۰ خریده بودم، از ترسم گفتم ۱۳۰. و خیلی جدی گفت گرون خریدی. =)))))))))))))))))))  »میولر«  @OfficialPersiaTwitter,3,مامانم فلانچیز خریدی خریده_بودم ترسم گفتم گرون خریدی میولر
